 ,Label,Area,Mean,Min,Max
267,D66-G1-T8.1.JPG,269,127.0260,0,255
268,D66-G1-T8.1.JPG,62,94.5968,0,255
269,D66-G1-T8.1.JPG,278,99.9820,0,255
270,D66-G1-T8.1.JPG,482,58.1950,0,255
271,D66-G1-T8.1.JPG,334,96.9611,0,255
272,D66-G1-T8.1.JPG,677,83.6189,0,255
273,D66-G1-T8.1.JPG,529,59.2911,0,255
274,D66-G1-T8.1.JPG,196,42.9337,0,255
275,D66-G1-T8.1.JPG,452,160.2212,0,255
276,D66-G1-T8.1.JPG,423,102.4823,0,255
277,D66-G1-T8.1.JPG,387,169.3411,0,255
278,D66-G1-T8.1.JPG,202,85.8416,0,255
279,D66-G1-T8.1.JPG,353,86.6856,0,255
280,D66-G1-T8.1.JPG,292,127.5000,0,255
281,D66-G1-T8.1.JPG,430,17.7907,0,255
282,D66-G1-T8.1.JPG,36,0.0000,0,0
283,D66-G1-T8.1.JPG,326,124.3712,0,255
284,D66-G1-T8.1.JPG,96,0.0000,0,0
285,D66-G1-T8.1.JPG,356,140.3933,0,255
286,D66-G1-T8.1.JPG,256,59.7656,0,255
287,D66-G1-T8.1.JPG,772,115.2785,0,255
288,D66-G1-T8.1.JPG,256,151.4062,0,255
289,D66-G1-T8.1.JPG,478,136.0356,0,255
290,D66-G1-T8.1.JPG,504,78.9286,0,255
291,D66-G1-T8.1.JPG,552,133.0435,0,255
292,D66-G1-T8.1.JPG,46,0.0000,0,0
293,D66-G1-T8.1.JPG,371,72.1698,0,255
294,D66-G1-T8.1.JPG,470,135.0957,0,255
295,D66-G1-T8.1.JPG,412,142.9733,0,255
296,D66-G1-T8.1.JPG,189,60.7143,0,255
297,D66-G1-T8.1.JPG,812,121.8473,0,255
298,D66-G1-T8.1.JPG,457,133.9168,0,255
299,D66-G1-T8.1.JPG,613,44.0946,0,255
300,D66-G1-T8.1.JPG,369,38.6992,0,255
301,D66-G1-T8.1.JPG,631,84.4612,0,255
302,D66-G1-T8.1.JPG,216,94.4444,0,255
303,D66-G1-T8.1.JPG,781,175.0064,0,255
304,D66-G1-T8.1.JPG,304,118.2730,0,255
305,D66-G1-T8.1.JPG,360,87.1250,0,255
306,D66-G1-T8.1.JPG,496,160.4032,0,255
307,D66-G1-T8.1.JPG,676,158.0547,0,255
308,D66-G1-T8.1.JPG,266,114.0789,0,255
309,D66-G1-T8.1.JPG,69,0.0000,0,0
310,D66-G1-T8.1.JPG,411,108.5766,0,255
311,D66-G1-T8.1.JPG,647,126.9088,0,255
312,D66-G1-T8.1.JPG,391,109.5652,0,255
313,D66-G1-T8.1.JPG,107,0.0000,0,0
314,D66-G1-T8.1.JPG,464,148.3836,0,255
315,D66-G1-T8.1.JPG,850,117.6000,0,255
316,D66-G1-T8.1.JPG,2018,127.7527,0,255
317,D66-G1-T8.1.JPG,353,161.0907,0,255
318,D66-G1-T8.1.JPG,307,0.0000,0,0
319,D66-G1-T8.1.JPG,255,85.0000,0,255
320,D66-G1-T8.1.JPG,349,141.7479,0,255
321,D66-G1-T8.1.JPG,421,76.9240,0,255
322,D66-G1-T8.1.JPG,339,126.3717,0,255
323,D66-G1-T8.1.JPG,236,0.0000,0,0
324,D66-G1-T8.1.JPG,350,127.5000,0,255
325,D66-G1-T8.1.JPG,609,81.2315,0,255
326,D66-G1-T8.1.JPG,436,67.2592,0,255
327,D66-G1-T8.1.JPG,255,114.0000,0,255
328,D66-G1-T8.1.JPG,706,148.8102,0,255
329,D66-G1-T8.1.JPG,492,166.8902,0,255
330,D66-G1-T8.1.JPG,305,83.6066,0,255
331,D66-G1-T8.1.JPG,329,75.1824,0,255
332,D66-G1-T8.1.JPG,303,75.7426,0,255
333,D66-G1-T8.1.JPG,423,112.1277,0,255
334,D66-G1-T8.1.JPG,309,108.9320,0,255
335,D66-G1-T8.1.JPG,610,132.0984,0,255
336,D66-G1-T8.1.JPG,485,133.5464,0,255
337,D66-G1-T8.1.JPG,242,116.9628,0,255
338,D66-G1-T8.1.JPG,580,105.0776,0,255
339,D66-G1-T8.1.JPG,402,142.7239,0,255
340,D66-G1-T8.1.JPG,258,161.1047,0,255
341,D66-G1-T8.1.JPG,332,20.7380,0,255
342,D66-G1-T8.1.JPG,566,104.9735,0,255
343,D66-G1-T8.1.JPG,238,0.0000,0,0
344,D66-G1-T8.1.JPG,389,95.0514,0,255
345,D66-G1-T8.1.JPG,208,0.0000,0,0
346,D66-G1-T8.1.JPG,382,23.3639,0,255
347,D66-G1-T8.1.JPG,782,107.6087,0,255
348,D66-G1-T8.1.JPG,241,0.0000,0,0
349,D66-G1-T8.1.JPG,316,20.1741,0,255
350,D66-G1-T8.1.JPG,146,55.8904,0,255
351,D66-G1-T8.1.JPG,188,5.4255,0,255
352,D66-G1-T8.1.JPG,219,34.9315,0,255
353,D66-G1-T8.1.JPG,305,136.2787,0,255
354,D66-G1-T8.1.JPG,320,62.1562,0,255
355,D66-G1-T8.1.JPG,404,83.9480,0,255
356,D66-G1-T8.1.JPG,253,43.3399,0,255
357,D66-G1-T8.1.JPG,370,84.7703,0,255
358,D66-G1-T8.1.JPG,270,143.5556,0,255
359,D66-G1-T8.1.JPG,108,0.0000,0,0
360,D66-G1-T8.1.JPG,424,86.0024,0,255
361,D66-G1-T8.1.JPG,103,49.5146,0,255
362,D66-G1-T8.1.JPG,75,0.0000,0,0
363,D66-G1-T8.1.JPG,302,16.8874,0,255
364,D66-G1-T8.1.JPG,575,119.2957,0,255
365,D66-G1-T8.1.JPG,259,67.9344,0,255
366,D66-G1-T8.1.JPG,250,0.0000,0,0
367,D66-G1-T8.1.JPG,390,89.5769,0,255
368,D66-G1-T8.1.JPG,17,0.0000,0,0
369,D66-G1-T8.1.JPG,569,0.0000,0,0
370,D66-G1-T8.1.JPG,222,0.0000,0,0
371,D66-G1-T8.1.JPG,127,0.0000,0,0
372,D66-G1-T8.1.JPG,966,76.5528,0,255
373,D66-G1-T8.1.JPG,119,0.0000,0,0
374,D66-G1-T8.1.JPG,584,154.5719,0,255
375,D66-G1-T8.1.JPG,336,140.4018,0,255
376,D66-G1-T8.1.JPG,2,0.0000,0,0
377,D66-G1-T8.1.JPG,485,141.4330,0,255
378,D66-G1-T8.1.JPG,99,0.0000,0,0
379,D66-G1-T8.1.JPG,637,121.6954,0,255
380,D66-G1-T8.1.JPG,287,110.1742,0,255
381,D66-G1-T8.1.JPG,113,0.0000,0,0
382,D66-G1-T8.1.JPG,383,27.9634,0,255
383,D66-G1-T8.1.JPG,604,146.9205,0,255
384,D66-G1-T8.1.JPG,484,136.4566,0,255
385,D66-G1-T8.1.JPG,236,58.3475,0,255
386,D66-G1-T8.1.JPG,236,0.0000,0,0
387,D66-G1-T8.1.JPG,409,106.6137,0,255
388,D66-G1-T8.1.JPG,267,124.1573,0,255
389,D66-G1-T8.1.JPG,382,0.6675,0,255
390,D66-G1-T8.1.JPG,237,125.8861,0,255
391,D66-G1-T8.1.JPG,245,78.0612,0,255
392,D66-G1-T8.1.JPG,423,125.9929,0,255
393,D66-G1-T8.1.JPG,421,148.3967,0,255
394,D66-G1-T8.1.JPG,53,0.0000,0,0
395,D66-G1-T8.1.JPG,316,88.7658,0,255
396,D66-G1-T8.1.JPG,500,114.2400,0,255
397,D66-G1-T8.1.JPG,502,60.9562,0,255
398,D66-G1-T8.1.JPG,650,111.0231,0,255
399,D66-G1-T8.1.JPG,788,92.2272,0,255
400,D66-G1-T8.1.JPG,531,19.6893,0,255
401,D66-G1-T8.1.JPG,244,90.9221,0,255
402,D66-G1-T8.1.JPG,322,87.9037,0,255
403,D66-G1-T8.1.JPG,406,24.4951,0,255
404,D66-G1-T8.1.JPG,571,81.2785,0,255
405,D66-G1-T8.1.JPG,379,97.5594,0,255
406,D66-G1-T8.1.JPG,359,93.7604,0,255
407,D66-G1-T8.1.JPG,316,99.2563,0,255
408,D66-G1-T8.1.JPG,254,17.0669,0,255
409,D66-G1-T8.1.JPG,514,140.3988,0,255
410,D66-G1-T8.1.JPG,364,144.3132,0,255
411,D66-G1-T8.1.JPG,420,117.1786,0,255
412,D66-G1-T8.1.JPG,1185,115.9873,0,255
413,D66-G1-T8.1.JPG,214,0.0000,0,0
414,D66-G1-T8.1.JPG,271,102.5646,0,255
415,D66-G1-T8.1.JPG,319,103.1191,0,255
416,D66-G1-T8.1.JPG,136,0.0000,0,0
417,D66-G1-T8.1.JPG,343,109.2857,0,255
418,D66-G1-T8.1.JPG,298,98.4060,0,255
419,D66-G1-T8.1.JPG,452,72.2124,0,255
420,D66-G1-T8.1.JPG,17,0.0000,0,0
421,D66-G1-T8.1.JPG,37,0.0000,0,0
422,D66-G1-T8.1.JPG,276,62.8261,0,255
423,D66-G1-T8.1.JPG,267,86.9101,0,255
424,D66-G1-T8.1.JPG,197,134.6193,0,255
425,D66-G1-T8.1.JPG,217,0.0000,0,0
426,D66-G1-T8.1.JPG,1578,84.5152,0,255
427,D66-G1-T8.1.JPG,1296,57.0602,0,255
428,D66-G1-T8.1.JPG,127,0.0000,0,0
429,D66-G1-T8.1.JPG,508,156.6142,0,255
430,D66-G1-T8.1.JPG,437,126.0412,0,255
431,D66-G1-T8.1.JPG,326,71.1810,0,255
432,D66-G1-T8.1.JPG,804,134.1604,0,255
433,D66-G1-T8.1.JPG,306,75.8333,0,255
434,D66-G1-T8.1.JPG,83,0.0000,0,0
435,D66-G1-T8.1.JPG,322,125.9161,0,255
436,D66-G1-T8.1.JPG,314,129.1242,0,255
437,D66-G1-T8.1.JPG,374,72.2727,0,255
438,D66-G1-T8.1.JPG,254,94.3701,0,255
439,D66-G1-T8.1.JPG,334,109.9401,0,255
440,D66-G1-T8.1.JPG,282,75.0532,0,255
441,D66-G1-T8.1.JPG,622,140.6190,0,255
442,D66-G1-T8.1.JPG,320,98.8125,0,255
443,D66-G1-T8.1.JPG,420,134.7857,0,255
444,D66-G1-T8.1.JPG,415,12.9036,0,255
445,D66-G1-T8.1.JPG,221,0.0000,0,0
446,D66-G1-T8.1.JPG,207,9.8551,0,255
447,D66-G1-T8.1.JPG,242,48.4711,0,255
448,D66-G1-T8.1.JPG,512,125.5078,0,255
449,D66-G1-T8.1.JPG,521,151.2380,0,255
450,D66-G1-T8.1.JPG,350,157.3714,0,255
451,D66-G1-T8.1.JPG,275,108.4909,0,255
452,D66-G1-T8.1.JPG,416,110.9495,0,255
453,D66-G1-T8.1.JPG,310,120.0968,0,255
454,D66-G1-T8.1.JPG,470,133.4681,0,255
455,D66-G1-T8.1.JPG,12,0.0000,0,0
456,D66-G1-T8.1.JPG,260,109.8462,0,255
457,D66-G1-T8.1.JPG,416,88.2692,0,255
458,D66-G1-T8.1.JPG,507,0.0000,0,0
459,D66-G1-T8.1.JPG,263,118.2890,0,255
460,D66-G1-T8.1.JPG,169,0.0000,0,0
461,D66-G1-T8.1.JPG,92,2.7717,0,255
462,D66-G1-T8.1.JPG,213,0.0000,0,0
463,D66-G1-T8.1.JPG,116,68.1466,0,255
464,D66-G1-T8.1.JPG,785,90.3057,0,255
465,D66-G1-T8.1.JPG,277,63.5199,0,255
466,D66-G1-T8.1.JPG,395,111.0380,0,255
467,D66-G1-T8.1.JPG,377,0.0000,0,0
468,D66-G1-T8.1.JPG,1160,102.6595,0,255
469,D66-G1-T8.1.JPG,207,0.0000,0,0
470,D66-G1-T8.1.JPG,341,63.5630,0,255
471,D66-G1-T8.1.JPG,511,127.2505,0,255
472,D66-G1-T8.1.JPG,321,68.3178,0,255
473,D66-G1-T8.1.JPG,8,0.0000,0,0
474,D66-G1-T8.1.JPG,471,140.2229,0,255
475,D66-G1-T8.1.JPG,253,51.4032,0,255
476,D66-G1-T8.1.JPG,316,134.7627,0,255
477,D66-G1-T8.1.JPG,581,148.7866,0,255
478,D66-G1-T8.1.JPG,611,20.8674,0,255
479,D66-G1-T8.1.JPG,396,137.1591,0,255
480,D66-G1-T8.1.JPG,6,0.0000,0,0
481,D66-G1-T8.1.JPG,320,52.5938,0,255
482,D66-G1-T8.1.JPG,336,143.4375,0,255
483,D66-G1-T8.1.JPG,831,88.0686,0,255
484,D66-G1-T8.1.JPG,505,73.7228,0,255
485,D66-G1-T8.1.JPG,649,146.9492,0,255
486,D66-G1-T8.1.JPG,270,94.4444,0,255
487,D66-G1-T8.1.JPG,322,152.8416,0,255
488,D66-G1-T8.1.JPG,334,117.5749,0,255
489,D66-G1-T8.1.JPG,910,111.8077,0,255
490,D66-G1-T8.1.JPG,563,88.7744,0,255
491,D66-G1-T8.1.JPG,566,134.2580,0,255
492,D66-G1-T8.1.JPG,648,99.9537,0,255
493,D66-G1-T8.1.JPG,219,0.0000,0,0
494,D66-G1-T8.1.JPG,352,116.6335,0,255
495,D66-G1-T8.1.JPG,322,71.2733,0,255
496,D66-G1-T8.1.JPG,378,147.0635,0,255
